"RK","PLAYER NAME",TEAM,"POS","OPP","MATCHUP "
"1","Josh Allen",BUF,"QB1","at ATL","3 out of 5 stars"
"2","Jalen Hurts",PHI,"QB2","at NYG","3 out of 5 stars"
"3","Puka Nacua",LAR,"WR1","at BAL","3 out of 5 stars"
"4","Christian McCaffrey",SF,"RB1","at TB","2 out of 5 stars"
"5","Jayden Daniels",WAS,"QB3","vs. CHI","4 out of 5 stars"
"6","Patrick Mahomes II",KC,"QB4","vs. DET","3 out of 5 stars"
"7","Bijan Robinson",ATL,"RB2","vs. BUF","3 out of 5 stars"
"8","Drake Maye",NE,"QB5","at NO","5 out of 5 stars"
"9","Jonathan Taylor",IND,"RB3","vs. ARI","3 out of 5 stars"
"10","Justin Herbert",LAC,"QB6","at MIA","4 out of 5 stars"
"11","Jahmyr Gibbs",DET,"RB4","at KC","4 out of 5 stars"
"12","Dak Prescott",DAL,"QB7","at CAR","3 out of 5 stars"
"13","Baker Mayfield",TB,"QB8","vs. SF","3 out of 5 stars"
"14","Caleb Williams",CHI,"QB9","at WAS","4 out of 5 stars"
"15","Jordan Love",GB,"QB10","vs. CIN","4 out of 5 stars"
"16","Josh Jacobs",GB,"RB5","vs. CIN","3 out of 5 stars"
"17","Daniel Jones",IND,"QB11","vs. ARI","3 out of 5 stars"
"18","Matthew Stafford",LAR,"QB12","at BAL","4 out of 5 stars"
"19","Amon-Ra St. Brown",DET,"WR2","at KC","3 out of 5 stars"
"20","De'Von Achane",MIA,"RB6","vs. LAC","2 out of 5 stars"
"21","Justin Fields",NYJ,"QB13","vs. DEN","2 out of 5 stars"
"22","Jaxon Smith-Njigba",SEA,"WR3","at JAC","2 out of 5 stars"
"23","Bo Nix",DEN,"QB14","at NYJ","3 out of 5 stars"
"24","Javonte Williams",DAL,"RB7","at CAR","4 out of 5 stars"
"25","Jared Goff",DET,"QB15","at KC","2 out of 5 stars"
"26","James Cook III",BUF,"RB8","at ATL","2 out of 5 stars"
"27","Sam Darnold",SEA,"QB16","at JAC","3 out of 5 stars"
"28","Kyler Murray",ARI,"QB17","at IND","4 out of 5 stars"
"29","Bryce Young",CAR,"QB18","vs. DAL","5 out of 5 stars"
"30","Saquon Barkley",PHI,"RB9","at NYG","5 out of 5 stars"
"31","Jaxson Dart",NYG,"QB19","vs. PHI","2 out of 5 stars"
"32","Drake London",ATL,"WR4","vs. BUF","3 out of 5 stars"
"33","Michael Penix Jr.",ATL,"QB20","vs. BUF","3 out of 5 stars"
"34","Kyren Williams",LAR,"RB10","at BAL","4 out of 5 stars"
"35","Rome Odunze",CHI,"WR5","at WAS","4 out of 5 stars"
"36","Ashton Jeanty",LV,"RB11","vs. TEN","4 out of 5 stars"
"37","Trevor Lawrence",JAC,"QB21","vs. SEA","2 out of 5 stars"
"38","Emeka Egbuka",TB,"WR6","vs. SF","3 out of 5 stars"
"39","Tua Tagovailoa",MIA,"QB22","vs. LAC","2 out of 5 stars"
"40","Mac Jones",SF,"QB23","at TB","4 out of 5 stars"
"41","Breece Hall",NYJ,"RB12","vs. DEN","4 out of 5 stars"
"42","Davante Adams",LAR,"WR7","at BAL","3 out of 5 stars"
"43","Ja'Marr Chase",CIN,"WR8","at GB","3 out of 5 stars"
"44","Garrett Wilson",NYJ,"WR9","vs. DEN","2 out of 5 stars"
"45","Geno Smith",LV,"QB24","vs. TEN","3 out of 5 stars"
"46","George Pickens",DAL,"WR10","at CAR","3 out of 5 stars"
"47","Quinshon Judkins",CLE,"RB13","at PIT","3 out of 5 stars"
"48","Rico Dowdle",CAR,"RB14","vs. DAL","4 out of 5 stars"
"49","Spencer Rattler",NO,"QB25","vs. NE","4 out of 5 stars"
"50","Trey McBride",ARI,"TE1","at IND","4 out of 5 stars"
"51","Deebo Samuel Sr.",WAS,"WR11","vs. CHI","3 out of 5 stars"
"52","Aaron Rodgers",PIT,"QB26","vs. CLE","2 out of 5 stars"
"53","Tetairoa McMillan",CAR,"WR12","vs. DAL","4 out of 5 stars"
"54","Michael Pittman Jr.",IND,"WR13","vs. ARI","2 out of 5 stars"
"55","Jaylen Waddle",MIA,"WR14","vs. LAC","2 out of 5 stars"
"56","Xavier Worthy",KC,"WR15","vs. DET","4 out of 5 stars"
"57","Travis Etienne Jr.",JAC,"RB15","vs. SEA","2 out of 5 stars"
"58","Courtland Sutton",DEN,"WR16","at NYJ","3 out of 5 stars"
"59","Quentin Johnston",LAC,"WR17","at MIA","3 out of 5 stars"
"60","Stefon Diggs",NE,"WR18","at NO","4 out of 5 stars"
"61","Rachaad White",TB,"RB16","vs. SF","3 out of 5 stars"
"62","Keenan Allen",LAC,"WR19","at MIA","3 out of 5 stars"
"63","Jake Ferguson",DAL,"TE2","at CAR","4 out of 5 stars"
"64","A.J. Brown",PHI,"WR20","at NYG","2 out of 5 stars"
"65","Cam Skattebo",NYG,"RB17","vs. PHI","3 out of 5 stars"
"66","Jacory Croskey-Merritt",WAS,"RB18","vs. CHI","4 out of 5 stars"
"67","Marvin Harrison Jr.",ARI,"WR21","at IND","3 out of 5 stars"
"68","J.K. Dobbins",DEN,"RB19","at NYJ","3 out of 5 stars"
"69","Cam Ward",TEN,"QB27","at LV","2 out of 5 stars"
"70","DK Metcalf",PIT,"WR22","vs. CLE","3 out of 5 stars"
"71","Ladd McConkey",LAC,"WR23","at MIA","3 out of 5 stars"
"72","Chris Olave",NO,"WR24","vs. NE","4 out of 5 stars"
"73","Brian Thomas Jr.",JAC,"WR25","vs. SEA","4 out of 5 stars"
"74","Jakobi Meyers",LV,"WR26","vs. TEN","3 out of 5 stars"
"75","Derrick Henry",BAL,"RB20","vs. LAR","3 out of 5 stars"
"76","D'Andre Swift",CHI,"RB21","at WAS","3 out of 5 stars"
"77","Tyler Warren",IND,"TE3","vs. ARI","3 out of 5 stars"
"78","Kenneth Walker III",SEA,"RB22","at JAC","4 out of 5 stars"
"79","Dillon Gabriel",CLE,"QB28","at PIT","3 out of 5 stars"
"80","Zay Flowers",BAL,"WR27","vs. LAR","4 out of 5 stars"
"81","DeVonta Smith",PHI,"WR28","at NYG","2 out of 5 stars"
"82","Tucker Kraft",GB,"TE4","vs. CIN","4 out of 5 stars"
"83","Alvin Kamara",NO,"RB23","vs. NE","3 out of 5 stars"
"84","Jaylen Warren",PIT,"RB24","vs. CLE","2 out of 5 stars"
"85","David Montgomery",DET,"RB25","at KC","4 out of 5 stars"
"86","Calvin Ridley",TEN,"WR29","at LV","3 out of 5 stars"
"87","Michael Carter",ARI,"RB26","at IND","2 out of 5 stars"
"88","DJ Moore",CHI,"WR30","at WAS","4 out of 5 stars"
"89","Wan'Dale Robinson",NYG,"WR31","vs. PHI","1 out of 5 stars"
